id,name,description,image_url,kcals_per_serving
7259,"'SHORTENING,INDUSTRIAL,SOY (PARTIALLY HYDR )&CORN FOR FRYING'","'SHORTENING,INDUSTRIAL,SOY (PARTIALLY HYDR )&CORN FOR FRYING'",,884
7260,"'SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)'","'SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)'",,884
7261,"'SHORTENING,SPL PURPOSE FOR BAKING,SOYBN (HYDR) PALM&CTTNSD'","'SHORTENING,SPL PURPOSE FOR BAKING,SOYBN (HYDR) PALM&CTTNSD'",,884
7262,"'SHORTENING,SPL PURPOSE FOR CAKES&FROSTINGS,SOYBN (HYDR)'","'SHORTENING,SPL PURPOSE FOR CAKES&FROSTINGS,SOYBN (HYDR)'",,884
7263,"'SHORTENING,VEG,HOUSEHOLD,COMP'","'SHORTENING,VEG,HOUSEHOLD,COMP'",,884
7264,"'SHRIMP,MIXED SPECIES,RAW'","'SHRIMP,MIXED SPECIES,RAW'",,71
7265,"'SHRIMP,MXD SP,CKD,BREADED&FRIED'","'SHRIMP,MXD SP,CKD,BREADED&FRIED'",,242
7266,"'SHRIMP,MXD SP,CKD,MOIST HEAT'","'SHRIMP,MXD SP,CKD,MOIST HEAT'",,119
7267,"'SHRIMP,MXD SP,CND'","'SHRIMP,MXD SP,CND'",,100
7268,"'SHRIMP,MXD SP,IMITN,MADE FROM SURIMI'","'SHRIMP,MXD SP,IMITN,MADE FROM SURIMI'",,101
7269,"'SIDE DISHES,POTATO SALAD'","'SIDE DISHES,POTATO SALAD'",,114
7270,'SILK BANANA-STRAWBERRY SOY YOGURT','SILK BANANA-STRAWBERRY SOY YOGURT',,88
7271,'SILK BLACK CHERRY SOY YOGURT','SILK BLACK CHERRY SOY YOGURT',,88
7272,'SILK BLUEBERRY SOY YOGURT','SILK BLUEBERRY SOY YOGURT',,88
7273,"'SILK CHAI,SOYMILK'","'SILK CHAI,SOYMILK'",,53
7274,"'SILK CHOC,SOYMILK'","'SILK CHOC,SOYMILK'",,58
7275,"'SILK COFFEE,SOYMILK'","'SILK COFFEE,SOYMILK'",,62
7276,'SILK FRENCH VANILLA CREAMER','SILK FRENCH VANILLA CREAMER',,133
7277,'SILK HAZELNUT CREAMER','SILK HAZELNUT CREAMER',,133
7278,'SILK KEY LIME SOY YOGURT','SILK KEY LIME SOY YOGURT',,88
7279,"'SILK LT CHOC,SOYMILK'","'SILK LT CHOC,SOYMILK'",,49
7280,"'SILK LT PLN,SOYMILK'","'SILK LT PLN,SOYMILK'",,29
7281,"'SILK LT VANILLA,SOYMILK'","'SILK LT VANILLA,SOYMILK'",,33
7282,"'SILK MOCHA,SOYMILK'","'SILK MOCHA,SOYMILK'",,58
7283,"'SILK NOG,SOYMILK'","'SILK NOG,SOYMILK'",,74
7284,'SILK ORIGINAL CREAMER','SILK ORIGINAL CREAMER',,100
7285,'SILK PEACH SOY YOGURT','SILK PEACH SOY YOGURT',,94
7286,'SILK PLN SOY YOGURT','SILK PLN SOY YOGURT',,66
7287,"'SILK PLN,SOYMILK'","'SILK PLN,SOYMILK'",,41
7288,"'SILK PLUS FIBER,SOYMILK'","'SILK PLUS FIBER,SOYMILK'",,41
7289,"'SILK PLUS FOR BONE HEALTH,SOYMILK'","'SILK PLUS FOR BONE HEALTH,SOYMILK'",,41
7290,"'SILK PLUS OMEGA-3 DHA,SOYMILK'","'SILK PLUS OMEGA-3 DHA,SOYMILK'",,45
7291,'SILK RASPBERRY SOY YOGURT','SILK RASPBERRY SOY YOGURT',,88
7292,'SILK STRAWBERRY SOY YOGURT','SILK STRAWBERRY SOY YOGURT',,94
7293,"'SILK UNSWTND,SOYMILK'","'SILK UNSWTND,SOYMILK'",,33
7294,'SILK VANILLA SOY YOGURT (FAMILY SIZE)','SILK VANILLA SOY YOGURT (FAMILY SIZE)',,79
7295,'SILK VANILLA SOY YOGURT (SINGLE SERVING SIZE)','SILK VANILLA SOY YOGURT (SINGLE SERVING SIZE)',,88
7296,"'SILK VANILLA,SOYMILK'","'SILK VANILLA,SOYMILK'",,41
7297,"'SILK VERY VANILLA,SOYMILK'","'SILK VERY VANILLA,SOYMILK'",,53
7298,"'SISYMBRIUM SP. SEEDS,WHL,DRIED'","'SISYMBRIUM SP. SEEDS,WHL,DRIED'",,318
7299,"'SLP,BIG DADDY'S LS 16"" 51% WHL GRN RLLD EDGE CHS PIZZA- FRZ'","'SLP,BIG DADDY'S LS 16"" 51% WHL GRN RLLD EDGE CHS PIZZA- FRZ'",,243
7300,"'SLP,BIG DADDY'S LS 16"" 51% WHL GRN RLLD TRKY PEPP PZZA- FRZ'","'SLP,BIG DADDY'S LS 16"" 51% WHL GRN RLLD TRKY PEPP PZZA- FRZ'",,248
7301,"'SLP,TONY'S SMARTPIZZA WHL GRAIN 4X6 CHS PIZZA 50/50 CHS- FRZ'","'SLP,TONY'S SMARTPIZZA WHL GRAIN 4X6 CHS PIZZA 50/50 CHS- FRZ'",,233
7302,"'SLP,TONY'S SMARTPIZZA WHL GRN 4X6 PEPP PZZ 50/50 CHEESE- FRZ'","'SLP,TONY'S SMARTPIZZA WHL GRN 4X6 PEPP PZZ 50/50 CHEESE- FRZ'",,238
7303,"'SMART SOUP,FRENCH LENTIL'","'SMART SOUP,FRENCH LENTIL'",,53
7304,"'SMART SOUP,GREEK MINESTRONE'","'SMART SOUP,GREEK MINESTRONE'",,40
7305,"'SMART SOUP,INDIAN BEAN MASALA'","'SMART SOUP,INDIAN BEAN MASALA'",,57
7306,"'SMART SOUP,MOROCCAN CHICK PEA'","'SMART SOUP,MOROCCAN CHICK PEA'",,51
7307,"'SMART SOUP,SANTA FE CORN CHOWDER'","'SMART SOUP,SANTA FE CORN CHOWDER'",,55
7308,"'SMART SOUP,THAI COCNT CURRY'","'SMART SOUP,THAI COCNT CURRY'",,36
7309,"'SMART SOUP,VIETNAMESE CARROT LEMONGRASS'","'SMART SOUP,VIETNAMESE CARROT LEMONGRASS'",,44
7310,"'SMELT,DRIED (ALASKA NATIVE)'","'SMELT,DRIED (ALASKA NATIVE)'",,386
7311,"'SMELT,RAINBOW,CKD,DRY HEAT'","'SMELT,RAINBOW,CKD,DRY HEAT'",,124
7312,"'SMELT,RAINBOW,RAW'","'SMELT,RAINBOW,RAW'",,97
7313,"'SMOKED LINK SAUSAGE,PORK'","'SMOKED LINK SAUSAGE,PORK'",,309
7314,"'SMOKED LINK SAUSAGE,PORK&BF,FLR&NONFAT DRY MILK'","'SMOKED LINK SAUSAGE,PORK&BF,FLR&NONFAT DRY MILK'",,268
7315,"'SMOKED LINK SAUSAGE,PORK&BF,NONFAT DRY MILK'","'SMOKED LINK SAUSAGE,PORK&BF,NONFAT DRY MILK'",,313
7316,"'Snac, grano bar, GENER MILLS NATURE VALL, SWE&SAL NUT, peanu'","'Snac, grano bar, GENER MILLS NATURE VALL, SWE&SAL NUT, peanu'",,487
7317,"'Snac, grano bar, GENER MILLS, NATUR VALLE, CHEWY TRAIL MIX'","'Snac, grano bar, GENER MILLS, NATUR VALLE, CHEWY TRAIL MIX'",,415
7318,"'Snack, Mixed Berry Bar'","'Snack, Mixed Berry Bar'",,383
7319,"'Snack,gran bar,GENERAL MILLS, NATURE VALLEY, w yogu coati'","'Snack,gran bar,GENERAL MILLS, NATURE VALLEY, w yogu coati'",,423
7320,"'SNACK,PRETZEL,HARD CHOC COATD'","'SNACK,PRETZEL,HARD CHOC COATD'",,467
7321,"'Snacks, brown rice chips'","'Snacks, brown rice chips'",,384
7322,"'Snacks, CLIF BAR, mixed flavors'","'Snacks, CLIF BAR, mixed flavors'",,346
7323,"'Snacks, granola bar, QUAKER, DIPPS, all flavors'","'Snacks, granola bar, QUAKER, DIPPS, all flavors'",,480
7324,"'Snacks, potato chips, fr dried potatoes, multigrain'","'Snacks, potato chips, fr dried potatoes, multigrain'",,505
7325,"'Snacks, tortilla chips, nacho cheese'","'Snacks, tortilla chips, nacho cheese'",,519
7326,"'SNACKS,BAGEL CHIPS,PLN'","'SNACKS,BAGEL CHIPS,PLN'",,451
7327,"'SNACKS,BF STKS,SMOKED'","'SNACKS,BF STKS,SMOKED'",,550
7328,"'SNACKS,CANDY BITS,YOGURT COVERED W/ VIT C'","'SNACKS,CANDY BITS,YOGURT COVERED W/ VIT C'",,415
7329,"'SNACKS,CANDY ROLLS,YOGURT-COVERED,FRUIT FLAV W/ HI VIT C'","'SNACKS,CANDY ROLLS,YOGURT-COVERED,FRUIT FLAV W/ HI VIT C'",,359
7330,"'SNACKS,CORN-BASE,EXTRUD,CHIPS,BARBECUE-FLAVOR,W/ENR MASA FLR'","'SNACKS,CORN-BASE,EXTRUD,CHIPS,BARBECUE-FLAVOR,W/ENR MASA FLR'",,523
7331,"'SNACKS,CORN-BASED,EXTRDD,PUFFS OR TWISTS,CHEESE-FLAVOR,UNENR'","'SNACKS,CORN-BASED,EXTRDD,PUFFS OR TWISTS,CHEESE-FLAVOR,UNENR'",,558
7332,"'SNACKS,CORN-BASED,EXTRUDED,CHIPS,PLN'","'SNACKS,CORN-BASED,EXTRUDED,CHIPS,PLN'",,538
7333,"'SNACKS,CORN-BASED,EXTRUDED,CHIPS,UNSALTED'","'SNACKS,CORN-BASED,EXTRUDED,CHIPS,UNSALTED'",,557
7334,"'SNACKS,CORN-BASED,EXTRUDED,ONION-FLAVOR'","'SNACKS,CORN-BASED,EXTRUDED,ONION-FLAVOR'",,499
7335,"'SNACKS,FARLEY CANDY,FARLEY FRUIT SNACKS,W/VITAMINS A,C,&E'","'SNACKS,FARLEY CANDY,FARLEY FRUIT SNACKS,W/VITAMINS A,C,&E'",,341
7336,"'SNACKS,FRITOLAY,SUNCHIPS,MULTIGRAIN SNACK,ORIGINAL FLAVOR'","'SNACKS,FRITOLAY,SUNCHIPS,MULTIGRAIN SNACK,ORIGINAL FLAVOR'",,491
7337,"'SNACKS,FRITOLAY,SUNCHIPS,MULTIGRAIN,FRENCH ONION FLAVOR'","'SNACKS,FRITOLAY,SUNCHIPS,MULTIGRAIN,FRENCH ONION FLAVOR'",,496
7338,"'SNACKS,FRITOLAY,SUNCHIPS,MULTIGRAIN,HARVEST CHEDDAR'","'SNACKS,FRITOLAY,SUNCHIPS,MULTIGRAIN,HARVEST CHEDDAR'",,491
7339,"'SNACKS,FRUIT LEATHER,PIECES,W/VIT C'","'SNACKS,FRUIT LEATHER,PIECES,W/VIT C'",,373
7340,"'SNACKS,GENERAL MILLS,BETTY CROCKER FRT RL UPS,BRY FLV,W/VT C'","'SNACKS,GENERAL MILLS,BETTY CROCKER FRT RL UPS,BRY FLV,W/VT C'",,373
7341,"'SNACKS,GENERAL MILLS,CHEX MIX,TRADITIONAL FLAVOR'","'SNACKS,GENERAL MILLS,CHEX MIX,TRADITIONAL FLAVOR'",,424
7342,"'SNACKS,GRANOLA BAR,CHEWY,RED SUGAR,ALL FLAVORS'","'SNACKS,GRANOLA BAR,CHEWY,RED SUGAR,ALL FLAVORS'",,412
7343,"'SNACKS,GRANOLA BAR,FRUIT-FILLED,NONFAT'","'SNACKS,GRANOLA BAR,FRUIT-FILLED,NONFAT'",,342
7344,"'SNACKS,GRANOLA BAR,KASHI GOLEAN,CHEWY,MXD FLAVORS'","'SNACKS,GRANOLA BAR,KASHI GOLEAN,CHEWY,MXD FLAVORS'",,390
7345,"'SNACKS,GRANOLA BAR,KASHI GOLEAN,CRUNCHY,MXD FLAVORS'","'SNACKS,GRANOLA BAR,KASHI GOLEAN,CRUNCHY,MXD FLAVORS'",,393
7346,"'SNACKS,GRANOLA BAR,KASHI TLC BAR,CHEWY,MXD FLAVORS'","'SNACKS,GRANOLA BAR,KASHI TLC BAR,CHEWY,MXD FLAVORS'",,429
7347,"'SNACKS,GRANOLA BAR,KASHI TLC BAR,CRUNCHY,MXD FLAVORS'","'SNACKS,GRANOLA BAR,KASHI TLC BAR,CRUNCHY,MXD FLAVORS'",,446
7348,"'SNACKS,GRANOLA BAR,QUAKER,CHEWY,90 CAL BAR'","'SNACKS,GRANOLA BAR,QUAKER,CHEWY,90 CAL BAR'",,408
7349,"'SNACKS,GRANOLA BARS,QUAKER OATMEAL TO GO,ALL FLAVORS'","'SNACKS,GRANOLA BARS,QUAKER OATMEAL TO GO,ALL FLAVORS'",,389
7350,"'SNACKS,GRANOLA BARS,SOFT,ALMOND,CONFECTIONERS COATING'","'SNACKS,GRANOLA BARS,SOFT,ALMOND,CONFECTIONERS COATING'",,455
7351,"'SNACKS,GRANOLA BITES,MXD FLAVORS'","'SNACKS,GRANOLA BITES,MXD FLAVORS'",,451
7352,"'SNACKS,KELLOGG,KELLOGG'S RICE KRISPIES TREATS SQUARES'","'SNACKS,KELLOGG,KELLOGG'S RICE KRISPIES TREATS SQUARES'",,414
7353,"'SNACKS,KELLOGG'S LOFAT GRANOLA BAR,CRUNCHY ALMD/BRN SUGAR'","'SNACKS,KELLOGG'S LOFAT GRANOLA BAR,CRUNCHY ALMD/BRN SUGAR'",,390
7354,"'SNACKS,KELLOGG'S,NUTRI-GRAIN CRL BARS,FRUIT'","'SNACKS,KELLOGG'S,NUTRI-GRAIN CRL BARS,FRUIT'",,324
7355,"'SNACKS,M&M MARS,COMBOS SNACKS CHEDDAR CHS PRETZEL'","'SNACKS,M&M MARS,COMBOS SNACKS CHEDDAR CHS PRETZEL'",,463
7356,"'SNACKS,M&M MARS,KUDOS WHL GRAIN BAR,M&M'S MILK CHOC'","'SNACKS,M&M MARS,KUDOS WHL GRAIN BAR,M&M'S MILK CHOC'",,415
7357,"'SNACKS,M&M MARS,KUDOS WHL GRAIN BARS,CHOC CHIP'","'SNACKS,M&M MARS,KUDOS WHL GRAIN BARS,CHOC CHIP'",,420
7358,"'SNACKS,M&M MARS,KUDOS WHL GRAIN BARS,PNUT BUTTER'","'SNACKS,M&M MARS,KUDOS WHL GRAIN BARS,PNUT BUTTER'",,463
7359,"'SNACKS,NUTRI-GRAIN FRUIT & NUT BAR'","'SNACKS,NUTRI-GRAIN FRUIT & NUT BAR'",,403
7360,"'SNACKS,PITA CHIPS,SALTED'","'SNACKS,PITA CHIPS,SALTED'",,457
7361,"'SNACKS,PLANTAIN CHIPS,SALTED'","'SNACKS,PLANTAIN CHIPS,SALTED'",,531
7362,"'SNACKS,POPCORN,HOME-PREPARED,OIL-POPPED,UNSALTED'","'SNACKS,POPCORN,HOME-PREPARED,OIL-POPPED,UNSALTED'",,500
7363,"'SNACKS,POPCORN,MICROWAVE,REG (BUTTER) FLAVOR, W/PARHYD OIL'","'SNACKS,POPCORN,MICROWAVE,REG (BUTTER) FLAVOR, W/PARHYD OIL'",,557
7364,"'SNACKS,POPCORN,OIL-POPPED,MICROWAVE,REG FLAVOR,NO TRANS FAT'","'SNACKS,POPCORN,OIL-POPPED,MICROWAVE,REG FLAVOR,NO TRANS FAT'",,583
7365,"'SNACKS,POPCORN,OIL-POPPED,WHITE POPCORN,SALT ADDED'","'SNACKS,POPCORN,OIL-POPPED,WHITE POPCORN,SALT ADDED'",,500
7366,"'SNACKS,POTATO CHIPS,FAT-FREE,MADE W/OLESTRA'","'SNACKS,POTATO CHIPS,FAT-FREE,MADE W/OLESTRA'",,274
7367,"'SNACKS,POTATO CHIPS,FRM DRIED POTATOES,FAT-FREE,W/ OLESTRA'","'SNACKS,POTATO CHIPS,FRM DRIED POTATOES,FAT-FREE,W/ OLESTRA'",,253
7368,"'SNACKS,POTATO CHIPS,LIGHTLY SALTED'","'SNACKS,POTATO CHIPS,LIGHTLY SALTED'",,560
7369,"'SNACKS,POTATO CHIPS,RED FAT'","'SNACKS,POTATO CHIPS,RED FAT'",,471
7370,"'SNACKS,POTATO STKS'","'SNACKS,POTATO STKS'",,522
7371,"'SNACKS,PRETZELS,HARD,PLN,MADE W/ ENR FLR,UNSALTED'","'SNACKS,PRETZELS,HARD,PLN,MADE W/ ENR FLR,UNSALTED'",,381
7372,"'SNACKS,PRETZELS,HARD,WHOLE-WHEAT INCL BOTH SALTED & UNSALTED'","'SNACKS,PRETZELS,HARD,WHOLE-WHEAT INCL BOTH SALTED & UNSALTED'",,362
7373,"'SNACKS,RICE CAKES,BROWN RICE,CORN'","'SNACKS,RICE CAKES,BROWN RICE,CORN'",,385
7374,"'SNACKS,SOY CHIPS OR CRISPS,SALTED'","'SNACKS,SOY CHIPS OR CRISPS,SALTED'",,385
7375,"'SNACKS,SUNKIST,SUNKIST FRUIT ROLL,STRAWBERRY,W/VITMNS A,C,&E'","'SNACKS,SUNKIST,SUNKIST FRUIT ROLL,STRAWBERRY,W/VITMNS A,C,&E'",,342
7376,"'SNACKS,SWT POTATO CHIPS,UNSALTED'","'SNACKS,SWT POTATO CHIPS,UNSALTED'",,532
7377,"'SNACKS,TORTILLA CHIPS,LOFAT,MADE W/OLESTRA,NACHO CHS'","'SNACKS,TORTILLA CHIPS,LOFAT,MADE W/OLESTRA,NACHO CHS'",,318
7378,"'SNACKS,TORTILLA CHIPS,LT (BAKED W/ LESS OIL)'","'SNACKS,TORTILLA CHIPS,LT (BAKED W/ LESS OIL)'",,465
7379,"'SNACKS,TORTILLA CHIPS,NACHO-FLAVOR,MADE W/ENR MASA FLR'","'SNACKS,TORTILLA CHIPS,NACHO-FLAVOR,MADE W/ENR MASA FLR'",,498
7380,"'SNACKS,TORTILLA CHIPS,NACHO-FLAVOR,RED FAT'","'SNACKS,TORTILLA CHIPS,NACHO-FLAVOR,RED FAT'",,445
7381,"'SNACKS,TORTILLA CHIPS,RANCH-FLAVOR'","'SNACKS,TORTILLA CHIPS,RANCH-FLAVOR'",,501
7382,"'SNACKS,TORTILLA CHIPS,UNSALTED,WHITE CORN'","'SNACKS,TORTILLA CHIPS,UNSALTED,WHITE CORN'",,503
7383,"'SNACKS,VEG CHIPS,HAIN CELESTIAL GROUP,TERRA CHIPS'","'SNACKS,VEG CHIPS,HAIN CELESTIAL GROUP,TERRA CHIPS'",,517
7384,"'SNACKS,VEG CHIPS,MADE FROM GARDEN VEG'","'SNACKS,VEG CHIPS,MADE FROM GARDEN VEG'",,473
7385,"'SNACKS,YUCCA (CASSAVA) CHIPS,SALTED'","'SNACKS,YUCCA (CASSAVA) CHIPS,SALTED'",,515
7386,"'SNAIL,RAW'","'SNAIL,RAW'",,90
7387,"'SNAPPER,MIXED SPECIES,RAW'","'SNAPPER,MIXED SPECIES,RAW'",,100
7388,"'SNAPPER,MXD SP,CKD,DRY HEAT'","'SNAPPER,MXD SP,CKD,DRY HEAT'",,128
7389,"'SORGHUM FLR,REFINED,UNENR'","'SORGHUM FLR,REFINED,UNENR'",,357
7390,"'SORGHUM FLR,WHOLE-GRAIN'","'SORGHUM FLR,WHOLE-GRAIN'",,359
7391,'SORGHUM GRAIN','SORGHUM GRAIN',,329
7392,"'SOUP,BEAN W/ FRANKFURTERS,CND,COND'","'SOUP,BEAN W/ FRANKFURTERS,CND,COND'",,142
7393,"'SOUP,BEAN W/ FRANKFURTERS,CND,PREP W/ EQ VOLUME H2O'","'SOUP,BEAN W/ FRANKFURTERS,CND,PREP W/ EQ VOLUME H2O'",,75
7394,"'SOUP,BEAN W/ HAM,CND,CHUNKY,RTS'","'SOUP,BEAN W/ HAM,CND,CHUNKY,RTS'",,95
7395,"'SOUP,BEAN W/ PORK,CND,COND'","'SOUP,BEAN W/ PORK,CND,COND'",,129
7396,"'SOUP,BEAN W/ PORK,CND,PREP W/ EQ VOLUME H2O'","'SOUP,BEAN W/ PORK,CND,PREP W/ EQ VOLUME H2O'",,63
7397,"'SOUP,BEAN W/BACON,COND,SINGLE BRAND'","'SOUP,BEAN W/BACON,COND,SINGLE BRAND'",,117
7398,"'SOUP,BEAN&HAM,CND,RED NA,PREP W/H2O OR RTS'","'SOUP,BEAN&HAM,CND,RED NA,PREP W/H2O OR RTS'",,81
7399,"'SOUP,BEEF BROTH,CUBED,DRY'","'SOUP,BEEF BROTH,CUBED,DRY'",,170
7400,"'SOUP,BF & MUSHROOM,LO NA,CHUNK STYLE'","'SOUP,BF & MUSHROOM,LO NA,CHUNK STYLE'",,69
7401,"'SOUP,BF & VEG,CND,RTS'","'SOUP,BF & VEG,CND,RTS'",,48
7402,"'SOUP,BF & VEG,RED NA,CND,RTS'","'SOUP,BF & VEG,RED NA,CND,RTS'",,42
7403,"'SOUP,BF BROTH BOUILLON & CONSOMME,CND,COND'","'SOUP,BF BROTH BOUILLON & CONSOMME,CND,COND'",,11
7404,"'SOUP,BF BROTH OR BOUILLON CND,RTS'","'SOUP,BF BROTH OR BOUILLON CND,RTS'",,7
7405,"'SOUP,BF BROTH OR BOUILLON,PDR,DRY'","'SOUP,BF BROTH OR BOUILLON,PDR,DRY'",,213
7406,"'SOUP,BF BROTH OR BOUILLON,PDR,PREP W/H2O'","'SOUP,BF BROTH OR BOUILLON,PDR,PREP W/H2O'",,3
7407,"'SOUP,BF BROTH,BOUILLON,CONSOMME,PREP W/ EQ VOLUME H2O'","'SOUP,BF BROTH,BOUILLON,CONSOMME,PREP W/ EQ VOLUME H2O'",,12
7408,"'SOUP,BF BROTH,CUBED,PREP W/H2O'","'SOUP,BF BROTH,CUBED,PREP W/H2O'",,3
7409,"'SOUP,BF MUSHROOM,CND,COND'","'SOUP,BF MUSHROOM,CND,COND'",,61
7410,"'SOUP,BF MUSHROOM,CND,PREP W/ EQ VOLUME H2O'","'SOUP,BF MUSHROOM,CND,PREP W/ EQ VOLUME H2O'",,30
7411,"'SOUP,BF NOODLE,CND,COND'","'SOUP,BF NOODLE,CND,COND'",,67
7412,"'SOUP,BF NOODLE,CND,PREP W/ EQ VOLUME H2O'","'SOUP,BF NOODLE,CND,PREP W/ EQ VOLUME H2O'",,34
7413,"'SOUP,BF STROGANOFF,CND,CHUNKY STYLE,RTS'","'SOUP,BF STROGANOFF,CND,CHUNKY STYLE,RTS'",,98
7414,"'SOUP,BF W/VEG&BARLEY,CND,COND,SINGLE BRAND'","'SOUP,BF W/VEG&BARLEY,CND,COND,SINGLE BRAND'",,61
7415,"'SOUP,BLACK BEAN,CND,COND'","'SOUP,BLACK BEAN,CND,COND'",,91
7416,"'SOUP,BLACK BEAN,CND,PREP W/ EQ VOLUME H2O'","'SOUP,BLACK BEAN,CND,PREP W/ EQ VOLUME H2O'",,46
7417,"'SOUP,BOUILLON CUBES&GRANULES,LO NA,DRY'","'SOUP,BOUILLON CUBES&GRANULES,LO NA,DRY'",,438
7418,"'SOUP,BROCCOLI CHS,CND,COND,COMM'","'SOUP,BROCCOLI CHS,CND,COND,COMM'",,87
7419,"'SOUP,CHICK & VEG,CND,RTS'","'SOUP,CHICK & VEG,CND,RTS'",,33
7420,"'SOUP,CHICK BROTH CUBES,DRY'","'SOUP,CHICK BROTH CUBES,DRY'",,198
7421,"'SOUP,CHICK BROTH CUBES,DRY,PREP W/ H2O'","'SOUP,CHICK BROTH CUBES,DRY,PREP W/ H2O'",,5
7422,"'SOUP,CHICK BROTH OR BOUILLON,DRY'","'SOUP,CHICK BROTH OR BOUILLON,DRY'",,267
7423,"'SOUP,CHICK BROTH OR BOUILLON,DRY,PREP W/ H2O'","'SOUP,CHICK BROTH OR BOUILLON,DRY,PREP W/ H2O'",,4
7424,"'SOUP,CHICK BROTH,CND,COND'","'SOUP,CHICK BROTH,CND,COND'",,31
7425,"'SOUP,CHICK BROTH,CND,LESS/REDUCED NA'","'SOUP,CHICK BROTH,CND,LESS/REDUCED NA'",,7
7426,"'SOUP,CHICK BROTH,CND,PREP W/ EQ VOLUME H2O'","'SOUP,CHICK BROTH,CND,PREP W/ EQ VOLUME H2O'",,16
7427,"'SOUP,CHICK BROTH,LO NA,CND'","'SOUP,CHICK BROTH,LO NA,CND'",,16
7428,"'SOUP,CHICK BROTH,RTS'","'SOUP,CHICK BROTH,RTS'",,6
7429,"'SOUP,CHICK CORN CHOWDER,CHUNKY,RTS,SINGLE BRAND'","'SOUP,CHICK CORN CHOWDER,CHUNKY,RTS,SINGLE BRAND'",,99
7430,"'SOUP,CHICK GUMBO,CND,COND'","'SOUP,CHICK GUMBO,CND,COND'",,45
7431,"'SOUP,CHICK GUMBO,CND,PREP W/ EQ VOLUME H2O'","'SOUP,CHICK GUMBO,CND,PREP W/ EQ VOLUME H2O'",,23
7432,"'SOUP,CHICK MUSHROOM CHOWDER,CHUNKY,RTS,SINGLE BRAND'","'SOUP,CHICK MUSHROOM CHOWDER,CHUNKY,RTS,SINGLE BRAND'",,80
7433,"'SOUP,CHICK MUSHROOM,CND,COND'","'SOUP,CHICK MUSHROOM,CND,COND'",,100
7434,"'SOUP,CHICK MUSHROOM,CND,PREP W/ EQ VOLUME H2O'","'SOUP,CHICK MUSHROOM,CND,PREP W/ EQ VOLUME H2O'",,54
7435,"'SOUP,CHICK NOODLE,CND,COND'","'SOUP,CHICK NOODLE,CND,COND'",,48
7436,"'SOUP,CHICK NOODLE,CND,PREP W/ EQ VOLUME H2O'","'SOUP,CHICK NOODLE,CND,PREP W/ EQ VOLUME H2O'",,25
7437,"'SOUP,CHICK NOODLE,DRY,MIX'","'SOUP,CHICK NOODLE,DRY,MIX'",,377
7438,"'SOUP,CHICK NOODLE,DRY,MIX,PREP W/ H2O'","'SOUP,CHICK NOODLE,DRY,MIX,PREP W/ H2O'",,23
7439,"'SOUP,CHICK NOODLE,LO NA,CND,PREP W/ EQ VOLUME H2O'","'SOUP,CHICK NOODLE,LO NA,CND,PREP W/ EQ VOLUME H2O'",,25
7440,"'SOUP,CHICK NOODLE,RED NA,CND,RTS'","'SOUP,CHICK NOODLE,RED NA,CND,RTS'",,41
7441,"'SOUP,CHICK RICE,CND,CHUNKY,RTS'","'SOUP,CHICK RICE,CND,CHUNKY,RTS'",,53
7442,"'SOUP,CHICK VEG W/POTATO&CHS,CHUNKY,RTS'","'SOUP,CHICK VEG W/POTATO&CHS,CHUNKY,RTS'",,65
7443,"'SOUP,CHICK VEG,CHUNKY,RED FAT,RED NA,RTS,SINGLE BRAND'","'SOUP,CHICK VEG,CHUNKY,RED FAT,RED NA,RTS,SINGLE BRAND'",,40
7444,"'SOUP,CHICK VEG,CND,COND'","'SOUP,CHICK VEG,CND,COND'",,61
7445,"'SOUP,CHICK W/ DUMPLINGS,CND,COND'","'SOUP,CHICK W/ DUMPLINGS,CND,COND'",,79
7446,"'SOUP,CHICK W/ DUMPLINGS,CND,PREP W/ EQ VOLUME H2O'","'SOUP,CHICK W/ DUMPLINGS,CND,PREP W/ EQ VOLUME H2O'",,40
7447,"'SOUP,CHICK W/ RICE,CND,COND'","'SOUP,CHICK W/ RICE,CND,COND'",,68
7448,"'SOUP,CHICK W/ RICE,CND,PREP W/ EQ VOLUME H2O'","'SOUP,CHICK W/ RICE,CND,PREP W/ EQ VOLUME H2O'",,24
7449,"'SOUP,CHICK W/STAR-SHAPED PASTA,CND,COND,SINGLE BRAND'","'SOUP,CHICK W/STAR-SHAPED PASTA,CND,COND,SINGLE BRAND'",,50
7450,"'SOUP,CHICK,CND,CHUNKY,RTS'","'SOUP,CHICK,CND,CHUNKY,RTS'",,71
7451,"'SOUP,CHILI BF,CND,COND'","'SOUP,CHILI BF,CND,COND'",,117
7452,"'SOUP,CHILI BF,CND,PREP W/ EQ VOLUME H2O'","'SOUP,CHILI BF,CND,PREP W/ EQ VOLUME H2O'",,57
7453,"'SOUP,CHS,CND,COND'","'SOUP,CHS,CND,COND'",,82
7454,"'SOUP,CHS,CND,PREP W/ EQ VOLUME H2O'","'SOUP,CHS,CND,PREP W/ EQ VOLUME H2O'",,63
7455,"'SOUP,CHS,CND,PREP W/ EQ VOLUME MILK'","'SOUP,CHS,CND,PREP W/ EQ VOLUME MILK'",,92
